rank,candidate_id,score,title
597,CAND_0057736,33.44,Computer Vision Engineer
598,CAND_0040386,33.42,Data Scientist
599,CAND_0018013,33.41,AI Specialist
600,CAND_0061177,33.41,ML Engineer
601,CAND_0005509,33.39,Data Scientist
602,CAND_0062772,33.38,Senior Software Engineer (ML)
603,CAND_0074731,33.36,Data Scientist
604,CAND_0003557,33.34,ML Engineer
605,CAND_0064664,33.34,ML Engineer
606,CAND_0020845,33.32,AI Research Engineer
607,CAND_0066791,33.31,Senior Software Engineer (ML)
608,CAND_0008456,33.29,Data Scientist
609,CAND_0026993,33.27,ML Engineer
610,CAND_0043312,33.27,AI Research Engineer
611,CAND_0070206,33.26,Senior Software Engineer (ML)
612,CAND_0038821,33.24,AI Specialist
613,CAND_0061244,33.24,Computer Vision Engineer
614,CAND_0017178,33.23,ML Engineer
615,CAND_0022127,33.18,Computer Vision Engineer
616,CAND_0068985,33.16,Senior Software Engineer (ML)
617,CAND_0084283,33.15,Junior ML Engineer
618,CAND_0051003,33.14,Senior Software Engineer (ML)
619,CAND_0064256,33.14,Junior ML Engineer
620,CAND_0081778,33.14,Data Scientist
621,CAND_0041918,33.13,AI Specialist
622,CAND_0011489,33.12,ML Engineer
623,CAND_0025971,33.11,Junior ML Engineer
624,CAND_0098780,33.11,AI Research Engineer
625,CAND_0058426,33.09,Data Scientist
626,CAND_0072803,33.09,AI Research Engineer
627,CAND_0013153,33.07,Computer Vision Engineer
628,CAND_0013002,33.05,Senior Software Engineer (ML)
629,CAND_0025504,33.02,Junior ML Engineer
630,CAND_0087006,33.02,Senior Software Engineer (ML)
631,CAND_0073556,33.01,AI Research Engineer
632,CAND_0089249,33.01,Senior Software Engineer (ML)
633,CAND_0024170,32.99,Junior ML Engineer
634,CAND_0022023,32.98,AI Research Engineer
635,CAND_0034400,32.96,ML Engineer
636,CAND_0060538,32.9,ML Engineer
637,CAND_0094400,32.87,Computer Vision Engineer
638,CAND_0021706,32.86,AI Specialist
639,CAND_0029439,32.85,AI Specialist
640,CAND_0061819,32.85,Junior ML Engineer
641,CAND_0043125,32.83,Senior Software Engineer (ML)
642,CAND_0082618,32.78,Data Scientist
643,CAND_0062658,32.77,Junior ML Engineer
644,CAND_0000422,32.76,AI Research Engineer
645,CAND_0049217,32.75,Computer Vision Engineer
646,CAND_0028287,32.74,Data Scientist
647,CAND_0095868,32.74,Junior ML Engineer
648,CAND_0000165,32.73,AI Specialist
649,CAND_0065430,32.7,ML Engineer
650,CAND_0047385,32.67,ML Engineer
651,CAND_0075715,32.66,Data Scientist
652,CAND_0089726,32.65,Junior ML Engineer
653,CAND_0000666,32.61,Data Scientist
654,CAND_0034148,32.6,ML Engineer
655,CAND_0052431,32.6,ML Engineer
656,CAND_0076482,32.6,ML Engineer
657,CAND_0078785,32.56,AI Research Engineer
658,CAND_0089498,32.55,AI Specialist
659,CAND_0026610,32.54,Computer Vision Engineer
660,CAND_0084760,32.54,Computer Vision Engineer
661,CAND_0078669,32.49,ML Engineer
662,CAND_0066075,32.47,Senior Software Engineer (ML)
663,CAND_0072489,32.47,Computer Vision Engineer
664,CAND_0006870,32.44,ML Engineer
665,CAND_0018961,32.44,AI Specialist
666,CAND_0024947,32.42,AI Research Engineer
667,CAND_0092181,32.42,Data Scientist
668,CAND_0087702,32.4,AI Research Engineer
669,CAND_0028318,32.39,Data Scientist
670,CAND_0025939,32.38,Data Scientist
671,CAND_0076035,32.35,AI Specialist
672,CAND_0089947,32.35,Junior ML Engineer
673,CAND_0004131,32.3,Junior ML Engineer
674,CAND_0023076,32.3,AI Research Engineer
675,CAND_0057166,32.29,ML Engineer
676,CAND_0042056,32.28,AI Research Engineer
677,CAND_0057742,32.28,Junior ML Engineer
678,CAND_0011707,32.24,Data Scientist
679,CAND_0003756,32.23,Senior Software Engineer (ML)
680,CAND_0088438,32.19,Senior Software Engineer (ML)
681,CAND_0036291,32.18,Computer Vision Engineer
682,CAND_0097256,32.16,Senior Software Engineer (ML)
683,CAND_0055842,32.14,Junior ML Engineer
684,CAND_0038656,32.13,ML Engineer
685,CAND_0018094,32.1,ML Engineer
686,CAND_0052027,32.06,AI Research Engineer
687,CAND_0006581,32.05,AI Specialist
688,CAND_0011923,32.05,AI Research Engineer
689,CAND_0026640,32.05,Computer Vision Engineer
690,CAND_0075481,32.05,AI Research Engineer
691,CAND_0084161,32.05,Senior Software Engineer (ML)
692,CAND_0027218,32.02,AI Research Engineer
693,CAND_0065927,32.01,Senior Software Engineer (ML)
694,CAND_0080291,32.01,Junior ML Engineer
695,CAND_0006821,31.97,Senior Software Engineer (ML)
696,CAND_0000200,31.94,ML Engineer
697,CAND_0058517,31.89,Computer Vision Engineer
698,CAND_0011140,31.88,ML Engineer
699,CAND_0026716,31.88,Computer Vision Engineer
700,CAND_0007874,31.87,Junior ML Engineer
701,CAND_0092596,31.87,AI Specialist
702,CAND_0070225,31.86,ML Engineer
703,CAND_0076412,31.84,AI Research Engineer
704,CAND_0007567,31.81,AI Specialist
705,CAND_0074621,31.78,Data Scientist
706,CAND_0089495,31.78,Senior Software Engineer (ML)
707,CAND_0012632,31.77,AI Specialist
708,CAND_0068777,31.77,AI Research Engineer
709,CAND_0091229,31.77,Senior Software Engineer (ML)
710,CAND_0002610,31.76,Senior Software Engineer (ML)
711,CAND_0019880,31.72,AI Specialist
712,CAND_0031306,31.71,Junior ML Engineer
713,CAND_0080315,31.7,AI Research Engineer
714,CAND_0075981,31.69,Junior ML Engineer
715,CAND_0081086,31.68,AI Specialist
716,CAND_0049163,31.67,ML Engineer
717,CAND_0093401,31.67,AI Specialist
718,CAND_0008049,31.64,ML Engineer
719,CAND_0008218,31.63,Senior Software Engineer (ML)
720,CAND_0052082,31.63,Computer Vision Engineer
721,CAND_0015057,31.61,ML Engineer
722,CAND_0088237,31.61,Computer Vision Engineer
723,CAND_0095031,31.59,Computer Vision Engineer
724,CAND_0079386,31.57,Data Scientist
725,CAND_0082910,31.57,AI Specialist
726,CAND_0085851,31.54,ML Engineer
727,CAND_0089889,31.51,Data Scientist
728,CAND_0071544,31.47,Computer Vision Engineer
729,CAND_0023093,31.46,ML Engineer
730,CAND_0034767,31.42,ML Engineer
731,CAND_0052195,31.4,Computer Vision Engineer
732,CAND_0080589,31.4,Computer Vision Engineer
733,CAND_0048558,31.38,Data Scientist
734,CAND_0054271,31.37,Senior Software Engineer (ML)
735,CAND_0073781,31.36,ML Engineer
736,CAND_0086460,31.35,ML Engineer
737,CAND_0000705,31.34,AI Research Engineer
738,CAND_0007391,31.32,Data Scientist
739,CAND_0022614,31.32,Data Scientist
740,CAND_0071913,31.3,Data Scientist
741,CAND_0018701,31.29,Junior ML Engineer
742,CAND_0015582,31.26,ML Engineer
743,CAND_0040946,31.26,AI Research Engineer
744,CAND_0074486,31.24,Computer Vision Engineer
745,CAND_0073633,31.23,ML Engineer
746,CAND_0022870,31.21,AI Specialist
747,CAND_0060715,31.18,ML Engineer
748,CAND_0089381,31.17,Computer Vision Engineer
749,CAND_0099965,31.17,Junior ML Engineer
750,CAND_0006209,31.13,AI Specialist
751,CAND_0088049,31.12,Junior ML Engineer
752,CAND_0059557,31.11,Computer Vision Engineer
753,CAND_0077881,31.11,Junior ML Engineer
754,CAND_0043936,31.08,AI Research Engineer
755,CAND_0081932,31.08,Data Scientist
756,CAND_0044696,31.07,Computer Vision Engineer
757,CAND_0034164,31.06,Data Scientist
758,CAND_0019447,31.05,AI Research Engineer
759,CAND_0024630,31.05,AI Research Engineer
760,CAND_0025109,31.05,Data Scientist
761,CAND_0008918,31.03,AI Specialist
762,CAND_0029671,30.99,Data Scientist
763,CAND_0023458,30.98,AI Research Engineer
764,CAND_0093540,30.98,ML Engineer
765,CAND_0092989,30.97,Data Scientist
766,CAND_0073832,30.95,Junior ML Engineer
767,CAND_0031842,30.92,AI Specialist
768,CAND_0004534,30.9,Senior Software Engineer (ML)
769,CAND_0062413,30.88,AI Research Engineer
770,CAND_0001608,30.85,Senior Software Engineer (ML)
771,CAND_0040955,30.85,Junior ML Engineer
772,CAND_0053472,30.85,Senior Software Engineer (ML)
773,CAND_0021442,30.84,AI Specialist
774,CAND_0066713,30.82,Senior Software Engineer (ML)
775,CAND_0025046,30.79,AI Specialist
776,CAND_0046313,30.76,Senior Software Engineer (ML)
777,CAND_0015078,30.74,Junior ML Engineer
778,CAND_0041083,30.73,Computer Vision Engineer
779,CAND_0025293,30.72,Data Scientist
780,CAND_0077784,30.72,Data Scientist
781,CAND_0041614,30.69,AI Specialist
782,CAND_0008533,30.68,Data Scientist
783,CAND_0030643,30.68,Computer Vision Engineer
784,CAND_0056881,30.68,Machine Learning Engineer
785,CAND_0057162,30.67,ML Engineer
786,CAND_0074648,30.64,AI Research Engineer
787,CAND_0015132,30.63,AI Specialist
788,CAND_0029135,30.63,AI Specialist
789,CAND_0036391,30.62,Computer Vision Engineer
790,CAND_0020344,30.6,Computer Vision Engineer
791,CAND_0022463,30.58,Junior ML Engineer
792,CAND_0065450,30.58,ML Engineer
793,CAND_0017090,30.54,Senior Software Engineer (ML)
794,CAND_0062009,30.54,Junior ML Engineer
795,CAND_0071747,30.53,AI Research Engineer
796,CAND_0096131,30.53,AI Specialist
797,CAND_0061590,30.52,Data Scientist
798,CAND_0025335,30.51,Data Scientist
799,CAND_0099675,30.51,Junior ML Engineer
800,CAND_0011208,30.5,Data Scientist
801,CAND_0067609,30.45,Junior ML Engineer
802,CAND_0040426,30.4,Data Scientist
803,CAND_0063097,30.36,Senior Software Engineer (ML)
804,CAND_0016432,30.32,AI Research Engineer
805,CAND_0019159,30.32,ML Engineer
806,CAND_0062707,30.27,Senior Software Engineer (ML)
807,CAND_0089406,30.27,Data Scientist
808,CAND_0002770,30.26,AI Research Engineer
809,CAND_0072410,30.25,ML Engineer
810,CAND_0007631,30.24,AI Specialist
811,CAND_0083790,30.23,Data Scientist
812,CAND_0015543,30.22,ML Engineer
813,CAND_0069503,30.22,Computer Vision Engineer
814,CAND_0014188,30.2,Junior ML Engineer
815,CAND_0086790,30.19,ML Engineer
816,CAND_0004628,30.12,AI Research Engineer
817,CAND_0087783,30.12,Senior Software Engineer (ML)
818,CAND_0003290,30.1,Computer Vision Engineer
819,CAND_0096655,30.07,Junior ML Engineer
820,CAND_0022940,30.06,Senior Software Engineer (ML)
821,CAND_0031703,30.05,ML Engineer
822,CAND_0046459,30.05,AI Research Engineer
823,CAND_0068513,30.01,Computer Vision Engineer
824,CAND_0070930,29.99,Data Scientist
825,CAND_0027663,29.94,AI Specialist
826,CAND_0086657,29.91,Junior ML Engineer
827,CAND_0005704,29.88,ML Engineer
828,CAND_0098288,29.88,Junior ML Engineer
829,CAND_0099549,29.88,Junior ML Engineer
830,CAND_0030946,29.87,Junior ML Engineer
831,CAND_0060622,29.87,Computer Vision Engineer
832,CAND_0092714,29.87,Senior Software Engineer (ML)
833,CAND_0012840,29.85,Junior ML Engineer
834,CAND_0079550,29.84,AI Specialist
835,CAND_0086154,29.84,Data Scientist
836,CAND_0025923,29.82,Senior Software Engineer (ML)
837,CAND_0087120,29.82,Senior Software Engineer (ML)
838,CAND_0078790,29.81,Data Scientist
839,CAND_0042425,29.8,AI Specialist
840,CAND_0062462,29.8,Computer Vision Engineer
841,CAND_0023559,29.76,Data Scientist
842,CAND_0046793,29.74,ML Engineer
843,CAND_0011757,29.68,Junior ML Engineer
844,CAND_0026855,29.67,Junior ML Engineer
845,CAND_0066884,29.66,AI Specialist
846,CAND_0088602,29.66,AI Specialist
847,CAND_0018246,29.64,ML Engineer
848,CAND_0074317,29.63,AI Research Engineer
849,CAND_0010408,29.58,Junior ML Engineer
850,CAND_0011220,29.58,Junior ML Engineer
851,CAND_0033839,29.58,AI Specialist
852,CAND_0054795,29.57,Senior Software Engineer (ML)
853,CAND_0067091,29.53,Senior Software Engineer (ML)
854,CAND_0039269,29.52,Junior ML Engineer
855,CAND_0067535,29.51,Junior ML Engineer
856,CAND_0080465,29.51,ML Engineer
857,CAND_0066777,29.5,Junior ML Engineer
858,CAND_0077504,29.48,Data Scientist
859,CAND_0046095,29.47,ML Engineer
860,CAND_0030550,29.46,AI Research Engineer
861,CAND_0096801,29.46,AI Research Engineer
862,CAND_0033649,29.44,Data Scientist
863,CAND_0090093,29.43,Data Scientist
864,CAND_0001600,29.4,AI Specialist
865,CAND_0059240,29.39,Junior ML Engineer
866,CAND_0016268,29.36,Computer Vision Engineer
867,CAND_0056584,29.35,AI Specialist
868,CAND_0087841,29.35,Senior Software Engineer (ML)
869,CAND_0054173,29.33,Computer Vision Engineer
870,CAND_0058791,29.33,AI Research Engineer
871,CAND_0082973,29.3,AI Specialist
872,CAND_0005269,29.27,Senior Software Engineer (ML)
873,CAND_0014234,29.27,Junior ML Engineer
874,CAND_0033352,29.27,Computer Vision Engineer
875,CAND_0073204,29.27,Senior Software Engineer (ML)
876,CAND_0001651,29.26,Data Scientist
877,CAND_0010655,29.22,ML Engineer
878,CAND_0008297,29.21,Computer Vision Engineer
879,CAND_0067717,29.21,AI Specialist
880,CAND_0011065,29.17,Computer Vision Engineer
881,CAND_0075175,29.17,AI Research Engineer
882,CAND_0072784,29.14,AI Specialist
883,CAND_0065501,29.13,Computer Vision Engineer
884,CAND_0032216,29.1,ML Engineer
885,CAND_0085199,29.07,AI Research Engineer
886,CAND_0095213,29.06,ML Engineer
887,CAND_0013456,28.98,Data Scientist
888,CAND_0050765,28.96,AI Specialist
889,CAND_0015097,28.95,Senior Software Engineer (ML)
890,CAND_0065052,28.95,AI Specialist
891,CAND_0017590,28.92,AI Research Engineer
892,CAND_0014296,28.91,ML Engineer
893,CAND_0044428,28.91,Data Scientist
894,CAND_0078810,28.88,Senior Software Engineer (ML)
895,CAND_0070514,28.85,AI Specialist
896,CAND_0010149,28.84,ML Engineer
897,CAND_0012805,28.84,Data Scientist
898,CAND_0063155,28.77,AI Specialist
899,CAND_0043904,28.76,Data Scientist
900,CAND_0044829,28.72,AI Specialist
901,CAND_0050860,28.71,Junior ML Engineer
902,CAND_0094445,28.69,AI Specialist
903,CAND_0072032,28.66,AI Specialist
904,CAND_0078856,28.66,AI Specialist
905,CAND_0060814,28.65,Data Scientist
906,CAND_0070653,28.64,AI Specialist
907,CAND_0057529,28.63,Junior ML Engineer
908,CAND_0081563,28.63,ML Engineer
909,CAND_0033303,28.62,AI Specialist
910,CAND_0074765,28.62,Data Scientist
911,CAND_0019210,28.57,ML Engineer
912,CAND_0033350,28.56,Data Scientist
913,CAND_0052257,28.54,Computer Vision Engineer
914,CAND_0091348,28.52,Senior Software Engineer (ML)
915,CAND_0034270,28.5,Data Scientist
916,CAND_0043384,28.45,Computer Vision Engineer
917,CAND_0051466,28.44,AI Research Engineer
918,CAND_0001940,28.43,AI Research Engineer
919,CAND_0092692,28.43,AI Specialist
920,CAND_0007916,28.42,Computer Vision Engineer
921,CAND_0096589,28.42,Computer Vision Engineer
922,CAND_0028108,28.4,Junior ML Engineer
923,CAND_0010791,28.39,Senior Software Engineer (ML)
924,CAND_0070463,28.36,Data Scientist
925,CAND_0074326,28.33,Junior ML Engineer
926,CAND_0095884,28.29,Senior Software Engineer (ML)
927,CAND_0029272,28.28,Computer Vision Engineer
928,CAND_0060886,28.28,Senior Software Engineer (ML)
929,CAND_0087529,28.24,AI Specialist
930,CAND_0032887,28.23,ML Engineer
931,CAND_0063736,28.22,Data Scientist
932,CAND_0072721,28.22,Data Scientist
933,CAND_0075502,28.2,Senior Software Engineer (ML)
934,CAND_0089444,28.18,AI Specialist
935,CAND_0065396,28.13,AI Specialist
936,CAND_0089197,28.1,AI Specialist
937,CAND_0065805,28.01,Data Scientist
938,CAND_0073418,28.01,Computer Vision Engineer
939,CAND_0019200,27.99,AI Research Engineer
940,CAND_0076107,27.99,ML Engineer
941,CAND_0072195,27.98,Junior ML Engineer
942,CAND_0049540,27.97,ML Engineer
943,CAND_0034645,27.96,Senior Software Engineer (ML)
944,CAND_0052579,27.91,Computer Vision Engineer
945,CAND_0054319,27.91,Junior ML Engineer
946,CAND_0009981,27.9,AI Specialist
947,CAND_0052400,27.88,Computer Vision Engineer
948,CAND_0099347,27.84,Computer Vision Engineer
949,CAND_0045887,27.83,Data Scientist
950,CAND_0094529,27.82,Computer Vision Engineer
951,CAND_0071821,27.81,Computer Vision Engineer
952,CAND_0056617,27.72,Junior ML Engineer
953,CAND_0031397,27.71,Junior ML Engineer
954,CAND_0093958,27.7,Junior ML Engineer
955,CAND_0065514,27.68,ML Engineer
956,CAND_0013111,27.67,AI Research Engineer
957,CAND_0025663,27.67,Computer Vision Engineer
958,CAND_0020726,27.65,AI Specialist
959,CAND_0089829,27.65,Senior Software Engineer (ML)
960,CAND_0041016,27.64,Junior ML Engineer
961,CAND_0095060,27.64,AI Specialist
962,CAND_0022415,27.63,AI Research Engineer
963,CAND_0079688,27.63,Senior Software Engineer (ML)
964,CAND_0000112,27.6,AI Specialist
965,CAND_0021486,27.59,Computer Vision Engineer
966,CAND_0078579,27.58,Data Scientist
967,CAND_0077003,27.54,Data Scientist
968,CAND_0071115,27.52,Recommendation Systems Engineer
969,CAND_0069582,27.5,Computer Vision Engineer
970,CAND_0029220,27.49,AI Specialist
971,CAND_0073314,27.48,Senior Software Engineer (ML)
972,CAND_0028838,27.45,Data Scientist
973,CAND_0063622,27.45,Computer Vision Engineer
974,CAND_0054859,27.42,Senior Software Engineer (ML)
975,CAND_0062184,27.39,Computer Vision Engineer
976,CAND_0073385,27.35,Computer Vision Engineer
977,CAND_0051545,27.27,AI Research Engineer
978,CAND_0026549,27.26,AI Specialist
979,CAND_0052169,27.23,ML Engineer
980,CAND_0059440,27.22,AI Research Engineer
981,CAND_0097079,27.21,Computer Vision Engineer
982,CAND_0086292,27.2,AI Specialist
983,CAND_0092568,27.2,AI Specialist
984,CAND_0084498,27.14,Junior ML Engineer
985,CAND_0087804,27.1,AI Specialist
986,CAND_0093474,27.09,Senior Software Engineer (ML)
987,CAND_0030193,27.04,Computer Vision Engineer
988,CAND_0017093,27.02,ML Engineer
989,CAND_0002270,26.97,Computer Vision Engineer
990,CAND_0018454,26.96,Data Scientist
991,CAND_0094023,26.93,Data Scientist
992,CAND_0014743,26.84,AI Research Engineer
993,CAND_0051310,26.83,Computer Vision Engineer
994,CAND_0054059,26.71,AI Specialist
995,CAND_0068393,26.68,Junior ML Engineer
996,CAND_0084460,26.68,Senior Software Engineer (ML)
997,CAND_0045475,26.67,ML Engineer
998,CAND_0058783,26.65,Computer Vision Engineer
999,CAND_0022026,26.64,Computer Vision Engineer
1000,CAND_0003100,26.62,AI Specialist
1001,CAND_0041233,26.56,Data Scientist
1002,CAND_0057369,26.54,Computer Vision Engineer
1003,CAND_0004848,26.52,Junior ML Engineer
1004,CAND_0006437,26.49,Senior Software Engineer (ML)
1005,CAND_0080597,26.49,AI Specialist
1006,CAND_0028647,26.48,AI Specialist
1007,CAND_0044487,26.48,Data Scientist
1008,CAND_0064888,26.47,ML Engineer
1009,CAND_0022413,26.45,Data Scientist
1010,CAND_0039983,26.45,Computer Vision Engineer
1011,CAND_0044463,26.42,ML Engineer
1012,CAND_0085267,26.39,Data Scientist
1013,CAND_0048660,26.38,ML Engineer
1014,CAND_0068456,26.37,Data Scientist
1015,CAND_0040310,26.35,AI Research Engineer
1016,CAND_0044213,26.29,AI Specialist
1017,CAND_0098217,26.25,ML Engineer
1018,CAND_0037417,26.23,Data Scientist
1019,CAND_0041696,26.21,Senior Software Engineer (ML)
1020,CAND_0060472,26.21,Computer Vision Engineer
1021,CAND_0056704,26.2,Data Scientist
1022,CAND_0084090,26.18,Junior ML Engineer
1023,CAND_0000969,26.14,AI Specialist
1024,CAND_0055004,26.14,Computer Vision Engineer
1025,CAND_0066690,26.1,ML Engineer
1026,CAND_0044576,26.02,Senior Software Engineer (ML)
1027,CAND_0055362,26.01,Senior Software Engineer (ML)
1028,CAND_0088441,26.01,AI Specialist
1029,CAND_0093763,25.98,Senior Software Engineer (ML)
1030,CAND_0047682,25.95,Computer Vision Engineer
1031,CAND_0050216,25.9,Computer Vision Engineer
1032,CAND_0062115,25.86,ML Engineer
1033,CAND_0020820,25.85,Computer Vision Engineer
1034,CAND_0080189,25.84,Junior ML Engineer
1035,CAND_0046621,25.78,AI Research Engineer
1036,CAND_0082760,25.73,ML Engineer
1037,CAND_0002706,25.71,Junior ML Engineer
1038,CAND_0004112,25.69,Senior Software Engineer (ML)
1039,CAND_0090419,25.68,AI Specialist
1040,CAND_0097037,25.67,AI Research Engineer
1041,CAND_0064458,25.64,AI Specialist
1042,CAND_0050553,25.59,ML Engineer
1043,CAND_0098624,25.59,Senior Software Engineer (ML)
1044,CAND_0092468,25.57,Senior Software Engineer (ML)
1045,CAND_0049543,25.56,ML Engineer
1046,CAND_0032270,25.55,Data Scientist
1047,CAND_0072834,25.55,Senior Software Engineer (ML)
1048,CAND_0033445,25.52,ML Engineer
1049,CAND_0047327,25.52,Junior ML Engineer
1050,CAND_0050146,25.48,AI Research Engineer
1051,CAND_0094916,25.48,Junior ML Engineer
1052,CAND_0030155,25.44,Data Scientist
1053,CAND_0051692,25.44,Senior Software Engineer (ML)
1054,CAND_0008943,25.41,Computer Vision Engineer
1055,CAND_0069232,25.41,ML Engineer
1056,CAND_0005477,25.32,ML Engineer
1057,CAND_0015760,25.3,AI Research Engineer
1058,CAND_0036173,25.25,Senior Software Engineer (ML)
1059,CAND_0035779,25.21,ML Engineer
1060,CAND_0048690,25.18,Data Scientist
1061,CAND_0007861,25.1,Senior Software Engineer (ML)
1062,CAND_0063862,25.07,ML Engineer
1063,CAND_0069718,25.07,ML Engineer
1064,CAND_0040506,25.04,AI Research Engineer
1065,CAND_0042564,25.04,AI Specialist
1066,CAND_0076956,25.02,Senior Software Engineer (ML)
1067,CAND_0029714,25.0,AI Specialist
1068,CAND_0055995,25.0,ML Engineer
1069,CAND_0048219,24.95,Computer Vision Engineer
1070,CAND_0014237,24.9,Data Scientist
1071,CAND_0017722,24.89,Data Scientist
1072,CAND_0068273,24.89,Data Scientist
1073,CAND_0029971,24.88,Junior ML Engineer
1074,CAND_0042008,24.88,ML Engineer
1075,CAND_0040102,24.76,Senior Software Engineer (ML)
1076,CAND_0007088,24.75,ML Engineer
1077,CAND_0052827,24.73,Data Scientist
1078,CAND_0090542,24.72,Data Scientist
1079,CAND_0029117,24.66,Senior Software Engineer (ML)
1080,CAND_0030967,24.66,Senior Software Engineer (ML)
1081,CAND_0084963,24.65,Data Scientist
1082,CAND_0005421,24.63,Junior ML Engineer
1083,CAND_0082291,24.62,Senior Software Engineer (ML)
1084,CAND_0056910,24.6,Junior ML Engineer
1085,CAND_0051759,24.59,AI Specialist
1086,CAND_0048862,24.58,Senior Software Engineer (ML)
1087,CAND_0043641,24.56,AI Specialist
1088,CAND_0031578,24.54,Data Scientist
1089,CAND_0072263,24.49,Senior Software Engineer (ML)
1090,CAND_0099443,24.46,Junior ML Engineer
1091,CAND_0069953,24.43,Computer Vision Engineer
1092,CAND_0072768,24.42,Senior Software Engineer (ML)
1093,CAND_0069540,24.41,ML Engineer
1094,CAND_0032996,24.36,Junior ML Engineer
1095,CAND_0061550,24.36,ML Engineer
1096,CAND_0060468,24.3,Computer Vision Engineer
1097,CAND_0059400,24.29,Data Scientist
1098,CAND_0015581,24.26,Senior Software Engineer (ML)
1099,CAND_0044248,24.26,Junior ML Engineer
1100,CAND_0074303,24.24,Senior Software Engineer (ML)
1101,CAND_0073450,24.16,AI Research Engineer
1102,CAND_0017164,24.15,Junior ML Engineer
1103,CAND_0013314,24.11,Computer Vision Engineer
1104,CAND_0013358,24.1,Junior ML Engineer
1105,CAND_0058381,23.99,Junior ML Engineer
1106,CAND_0002526,23.94,Data Scientist
1107,CAND_0071131,23.86,AI Specialist
1108,CAND_0071880,23.75,Senior Software Engineer (ML)
1109,CAND_0021014,23.71,Junior ML Engineer
1110,CAND_0033405,23.71,ML Engineer
1111,CAND_0039962,23.69,ML Engineer
1112,CAND_0067183,23.68,ML Engineer
1113,CAND_0031982,23.65,Computer Vision Engineer
1114,CAND_0060699,23.61,ML Engineer
1115,CAND_0043430,23.6,Computer Vision Engineer
1116,CAND_0093530,23.54,Senior Software Engineer (ML)
1117,CAND_0068964,23.53,ML Engineer
1118,CAND_0071087,23.42,Senior Software Engineer (ML)
1119,CAND_0095457,23.36,Data Scientist
1120,CAND_0072203,23.35,Data Scientist
1121,CAND_0094358,23.34,ML Engineer
1122,CAND_0073982,23.24,Data Scientist
1123,CAND_0065561,23.2,Senior Software Engineer (ML)
1124,CAND_0034529,23.19,Computer Vision Engineer
1125,CAND_0071255,23.15,Computer Vision Engineer
1126,CAND_0021836,23.0,ML Engineer
1127,CAND_0044135,22.85,Computer Vision Engineer
1128,CAND_0012399,22.84,Computer Vision Engineer
1129,CAND_0021490,22.72,Computer Vision Engineer
1130,CAND_0003599,22.65,Computer Vision Engineer
1131,CAND_0008092,22.61,Computer Vision Engineer
1132,CAND_0011263,22.6,ML Engineer
1133,CAND_0094025,22.49,Data Scientist
1134,CAND_0039498,22.47,AI Specialist
1135,CAND_0052735,22.46,Data Scientist
1136,CAND_0091039,22.42,AI Specialist
1137,CAND_0072670,22.38,ML Engineer
1138,CAND_0086801,22.38,Computer Vision Engineer
1139,CAND_0067605,22.32,Senior Software Engineer (ML)
1140,CAND_0029188,22.27,AI Specialist
1141,CAND_0061795,22.25,Data Scientist
1142,CAND_0071939,22.22,Data Scientist
1143,CAND_0001808,22.21,ML Engineer
1144,CAND_0040099,22.19,ML Engineer
1145,CAND_0053076,22.14,ML Engineer
1146,CAND_0029611,22.09,Computer Vision Engineer
1147,CAND_0058504,21.98,Computer Vision Engineer
1148,CAND_0067111,21.97,ML Engineer
1149,CAND_0077343,21.94,Computer Vision Engineer
1150,CAND_0033842,21.9,Senior Software Engineer (ML)
1151,CAND_0087778,21.89,Data Scientist
1152,CAND_0018293,21.86,Data Scientist
1153,CAND_0072218,21.85,Senior Software Engineer (ML)
1154,CAND_0078429,21.62,Data Scientist
1155,CAND_0034876,21.6,Computer Vision Engineer
1156,CAND_0051276,21.57,ML Engineer
1157,CAND_0079662,21.5,Computer Vision Engineer
1158,CAND_0053596,21.32,Data Scientist
1159,CAND_0098226,21.31,Computer Vision Engineer
1160,CAND_0049040,21.08,AI Specialist
1161,CAND_0049688,20.99,AI Specialist
1162,CAND_0069925,20.77,Junior ML Engineer
1163,CAND_0055850,20.76,Data Scientist
1164,CAND_0033311,20.55,AI Specialist
1165,CAND_0005685,20.51,Computer Vision Engineer
1166,CAND_0029719,20.45,Computer Vision Engineer
1167,CAND_0011135,20.36,Data Scientist
1168,CAND_0068410,20.25,Senior Software Engineer (ML)
1169,CAND_0089211,20.25,AI Specialist
1170,CAND_0084888,20.04,ML Engineer
1171,CAND_0099825,20.0,Junior ML Engineer
1172,CAND_0008139,19.95,Data Scientist
1173,CAND_0052679,19.55,Senior Software Engineer (ML)
1174,CAND_0011326,19.54,Data Scientist
1175,CAND_0081231,19.52,Senior Software Engineer (ML)
1176,CAND_0018613,19.43,Senior Software Engineer (ML)
1177,CAND_0070242,18.87,Senior Software Engineer (ML)
1178,CAND_0001389,17.65,Senior Software Engineer (ML)
1179,CAND_0031068,17.32,AI Specialist
